idx,ID,London Borough,Date,Average Price, PCT DIFF , CAGR 
1420,E09000029,Sutton,6/1/1997,80212.77699, 428.00 , 6.90 
1421,E09000030,Tower Hamlets,6/1/1997,88145.90013, 690.00 , 8.60 
1422,E09000031,Waltham Forest,6/1/1997,67370.8607, 613.00 , 8.20 
1423,E09000032,Wandsworth,6/1/1997,109284.7887, 606.00 , 8.10 
1424,E09000033,Westminster,6/1/1997,164894.0678, 716.00 , 8.80 
1441,E09000002,Barking & Dagenham,7/1/1997,55658.87201, 548.00 , 7.80 
1442,E09000003,Barnet,7/1/1997,107234.5467, 471.00 , 7.20 
1443,E09000004,Bexley,7/1/1997,71129.78026, 411.00 , 6.70 
1444,E09000005,Brent,7/1/1997,87636.90775, 527.00 , 7.60 
1445,E09000006,Bromley,7/1/1997,94716.82773, 427.00 , 6.90 
1446,E09000007,Camden,7/1/1997,148941.2504, 629.00 , 8.30 
1447,E09000008,Croydon,7/1/1997,78689.69449, 418.00 , 6.80 
1448,E09000009,Ealing,7/1/1997,99751.94013, 468.00 , 7.20 
1449,E09000010,Enfield,7/1/1997,85030.06071, 432.00 , 6.90 
1450,E09000011,Greenwich,7/1/1997,72558.49877, 567.00 , 7.90 
1451,E09000012,Hackney,7/1/1997,80580.05732, 942.00 , 9.80 
1452,E09000013,Hammersmith & Fulham,7/1/1997,153057.0243, 498.00 , 7.40 
1453,E09000014,Haringey,7/1/1997,96822.43749, 641.00 , 8.30 
1454,E09000015,Harrow,7/1/1997,100146.5168, 436.00 , 6.90 
1455,E09000016,Havering,7/1/1997,75664.50382, 419.00 , 6.80 
1456,E09000017,Hillingdon,7/1/1997,86570.80152, 466.00 , 7.20 
1457,E09000018,Hounslow,7/1/1997,85576.55952, 486.00 , 7.30 
1458,E09000019,Islington,7/1/1997,117486.3282, 583.00 , 8.00 
1459,E09000020,Kensington & Chelsea,7/1/1997,254978.1498, 664.00 , 8.50 
1460,E09000021,Kingston upon Thames,7/1/1997,100235.157, 526.00 , 7.60 
1461,E09000022,Lambeth,7/1/1997,91999.4251, 675.00 , 8.50 
1462,E09000023,Lewisham,7/1/1997,66950.36612, 601.00 , 8.10 
1463,E09000024,Merton,7/1/1997,97283.27185, 521.00 , 7.60 
1464,E09000025,Newham,7/1/1997,60571.21405, 623.00 , 8.20 
1465,E09000026,Redbridge,7/1/1997,83540.0995, 480.00 , 7.30 
1466,E09000027,Richmond upon Thames,7/1/1997,137950.8798, 479.00 , 7.30 
1467,E09000028,Southwark,7/1/1997,81759.33454, 620.00 , 8.20 
1468,E09000029,Sutton,7/1/1997,82549.17343, 428.00 , 6.90 
1469,E09000030,Tower Hamlets,7/1/1997,87751.30025, 690.00 , 8.60 
1470,E09000031,Waltham Forest,7/1/1997,69362.81013, 613.00 , 8.20 
1471,E09000032,Wandsworth,7/1/1997,113113.6055, 606.00 , 8.10 
1472,E09000033,Westminster,7/1/1997,165480.7739, 716.00 , 8.80 
1489,E09000002,Barking & Dagenham,8/1/1997,56506.703, 548.00 , 7.80 
1490,E09000003,Barnet,8/1/1997,108730.391, 471.00 , 7.20 
1491,E09000004,Bexley,8/1/1997,72140.73159, 411.00 , 6.70 
1492,E09000005,Brent,8/1/1997,90164.00975, 527.00 , 7.60 
1493,E09000006,Bromley,8/1/1997,96754.45712, 427.00 , 6.90 
1494,E09000007,Camden,8/1/1997,145623.1106, 629.00 , 8.30 
1495,E09000008,Croydon,8/1/1997,80606.28193, 418.00 , 6.80 
1496,E09000009,Ealing,8/1/1997,102077.9271, 468.00 , 7.20 
1497,E09000010,Enfield,8/1/1997,86408.53516, 432.00 , 6.90 
1498,E09000011,Greenwich,8/1/1997,73572.00324, 567.00 , 7.90 
1499,E09000012,Hackney,8/1/1997,80279.49014, 942.00 , 9.80 
1500,E09000013,Hammersmith & Fulham,8/1/1997,158848.2227, 498.00 , 7.40 
1501,E09000014,Haringey,8/1/1997,95977.55391, 641.00 , 8.30 
1502,E09000015,Harrow,8/1/1997,102722.1714, 436.00 , 6.90 
1503,E09000016,Havering,8/1/1997,76927.23437, 419.00 , 6.80 
1504,E09000017,Hillingdon,8/1/1997,88004.97706, 466.00 , 7.20 
1505,E09000018,Hounslow,8/1/1997,86594.31905, 486.00 , 7.30 
1506,E09000019,Islington,8/1/1997,118041.4591, 583.00 , 8.00 
1507,E09000020,Kensington & Chelsea,8/1/1997,257691.2946, 664.00 , 8.50 
1508,E09000021,Kingston upon Thames,8/1/1997,101607.3894, 526.00 , 7.60 
1509,E09000022,Lambeth,8/1/1997,91971.93563, 675.00 , 8.50 
1510,E09000023,Lewisham,8/1/1997,68312.67708, 601.00 , 8.10 
1511,E09000024,Merton,8/1/1997,98365.11961, 521.00 , 7.60 
1512,E09000025,Newham,8/1/1997,62037.99664, 623.00 , 8.20 
1513,E09000026,Redbridge,8/1/1997,84854.95841, 480.00 , 7.30 
1514,E09000027,Richmond upon Thames,8/1/1997,140246.3129, 479.00 , 7.30 
1515,E09000028,Southwark,8/1/1997,83842.47999, 620.00 , 8.20 
1516,E09000029,Sutton,8/1/1997,83354.21329, 428.00 , 6.90 
1517,E09000030,Tower Hamlets,8/1/1997,87896.9027, 690.00 , 8.60 
1518,E09000031,Waltham Forest,8/1/1997,70329.95983, 613.00 , 8.20 
1519,E09000032,Wandsworth,8/1/1997,112449.2006, 606.00 , 8.10 
1520,E09000033,Westminster,8/1/1997,168253.9965, 716.00 , 8.80 
1537,E09000002,Barking & Dagenham,9/1/1997,56306.31587, 548.00 , 7.80 
1538,E09000003,Barnet,9/1/1997,112379.6415, 471.00 , 7.20 
1539,E09000004,Bexley,9/1/1997,72830.32449, 411.00 , 6.70 
1540,E09000005,Brent,9/1/1997,91472.63674, 527.00 , 7.60 
1541,E09000006,Bromley,9/1/1997,98919.99794, 427.00 , 6.90 
1542,E09000007,Camden,9/1/1997,151747.9797, 629.00 , 8.30 
1543,E09000008,Croydon,9/1/1997,81653.11032, 418.00 , 6.80 
1544,E09000009,Ealing,9/1/1997,105118.8094, 468.00 , 7.20 
1545,E09000010,Enfield,9/1/1997,86688.35274, 432.00 , 6.90 
1546,E09000011,Greenwich,9/1/1997,75518.63875, 567.00 , 7.90 
1547,E09000012,Hackney,9/1/1997,82295.46248, 942.00 , 9.80 
1548,E09000013,Hammersmith & Fulham,9/1/1997,163908.7854, 498.00 , 7.40 
1549,E09000014,Haringey,9/1/1997,99361.99215, 641.00 , 8.30 
1550,E09000015,Harrow,9/1/1997,105601.6549, 436.00 , 6.90 
1551,E09000016,Havering,9/1/1997,79095.31717, 419.00 , 6.80 
1552,E09000017,Hillingdon,9/1/1997,89719.78786, 466.00 , 7.20 
1553,E09000018,Hounslow,9/1/1997,88804.60764, 486.00 , 7.30 
1554,E09000019,Islington,9/1/1997,118745.3281, 583.00 , 8.00 
1555,E09000020,Kensington & Chelsea,9/1/1997,256336.2238, 664.00 , 8.50 
1556,E09000021,Kingston upon Thames,9/1/1997,104933.6503, 526.00 , 7.60 
1557,E09000022,Lambeth,9/1/1997,92522.25602, 675.00 , 8.50 
1558,E09000023,Lewisham,9/1/1997,68943.81795, 601.00 , 8.10 
1559,E09000024,Merton,9/1/1997,98849.22926, 521.00 , 7.60 
1560,E09000025,Newham,9/1/1997,62700.32317, 623.00 , 8.20 
1561,E09000026,Redbridge,9/1/1997,86034.24468, 480.00 , 7.30 
1562,E09000027,Richmond upon Thames,9/1/1997,143957.1197, 479.00 , 7.30 
1563,E09000028,Southwark,9/1/1997,85517.53731, 620.00 , 8.20 
1564,E09000029,Sutton,9/1/1997,84292.65991, 428.00 , 6.90 
1565,E09000030,Tower Hamlets,9/1/1997,88180.06804, 690.00 , 8.60 
1566,E09000031,Waltham Forest,9/1/1997,71027.92977, 613.00 , 8.20 
1567,E09000032,Wandsworth,9/1/1997,113409.7001, 606.00 , 8.10 
1568,E09000033,Westminster,9/1/1997,172825.2405, 716.00 , 8.80 
1585,E09000002,Barking & Dagenham,10/1/1997,57200.18147, 548.00 , 7.80 
1586,E09000003,Barnet,10/1/1997,114515.3287, 471.00 , 7.20 
1587,E09000004,Bexley,10/1/1997,73378.75239, 411.00 , 6.70 
1588,E09000005,Brent,10/1/1997,92208.16012, 527.00 , 7.60 
1589,E09000006,Bromley,10/1/1997,100215.6359, 427.00 , 6.90 
1590,E09000007,Camden,10/1/1997,157898.3, 629.00 , 8.30 
1591,E09000008,Croydon,10/1/1997,82352.21971, 418.00 , 6.80 
1592,E09000009,Ealing,10/1/1997,105477.2725, 468.00 , 7.20 
1593,E09000010,Enfield,10/1/1997,87915.05833, 432.00 , 6.90 
1594,E09000011,Greenwich,10/1/1997,75960.1728, 567.00 , 7.90 
1595,E09000012,Hackney,10/1/1997,82126.1487, 942.00 , 9.80 
1596,E09000013,Hammersmith & Fulham,10/1/1997,166851.3911, 498.00 , 7.40 
1597,E09000014,Haringey,10/1/1997,100146.7939, 641.00 , 8.30 
1598,E09000015,Harrow,10/1/1997,106770.5877, 436.00 , 6.90 
1599,E09000016,Havering,10/1/1997,79892.49324, 419.00 , 6.80 
1600,E09000017,Hillingdon,10/1/1997,90590.92991, 466.00 , 7.20 
1601,E09000018,Hounslow,10/1/1997,88643.07204, 486.00 , 7.30 
1602,E09000019,Islington,10/1/1997,119594.986, 583.00 , 8.00 
1603,E09000020,Kensington & Chelsea,10/1/1997,251862.5204, 664.00 , 8.50 
1604,E09000021,Kingston upon Thames,10/1/1997,105335.1477, 526.00 , 7.60 
1605,E09000022,Lambeth,10/1/1997,89224.11949, 675.00 , 8.50 
1606,E09000023,Lewisham,10/1/1997,69317.93773, 601.00 , 8.10 
1607,E09000024,Merton,10/1/1997,97625.62669, 521.00 , 7.60 
1608,E09000025,Newham,10/1/1997,63548.3956, 623.00 , 8.20 
1609,E09000026,Redbridge,10/1/1997,87904.9903, 480.00 , 7.30 
1610,E09000027,Richmond upon Thames,10/1/1997,146080.4521, 479.00 , 7.30 
1611,E09000028,Southwark,10/1/1997,86214.42205, 620.00 , 8.20 
1612,E09000029,Sutton,10/1/1997,85648.68832, 428.00 , 6.90 
1613,E09000030,Tower Hamlets,10/1/1997,88054.57008, 690.00 , 8.60 
1614,E09000031,Waltham Forest,10/1/1997,70871.08845, 613.00 , 8.20 
1615,E09000032,Wandsworth,10/1/1997,112444.7479, 606.00 , 8.10 
1616,E09000033,Westminster,10/1/1997,174358.0075, 716.00 , 8.80 
1633,E09000002,Barking & Dagenham,11/1/1997,57575.30439, 548.00 , 7.80 
1634,E09000003,Barnet,11/1/1997,115356.0573, 471.00 , 7.20 
1635,E09000004,Bexley,11/1/1997,73619.60183, 411.00 , 6.70 
1636,E09000005,Brent,11/1/1997,92895.46532, 527.00 , 7.60 
1637,E09000006,Bromley,11/1/1997,100902.9988, 427.00 , 6.90 
1638,E09000007,Camden,11/1/1997,167188.5124, 629.00 , 8.30 
1639,E09000008,Croydon,11/1/1997,83177.46458, 418.00 , 6.80 
1640,E09000009,Ealing,11/1/1997,105041.7812, 468.00 , 7.20 
1641,E09000010,Enfield,11/1/1997,87987.786, 432.00 , 6.90 
1642,E09000011,Greenwich,11/1/1997,75272.89721, 567.00 , 7.90 
1643,E09000012,Hackney,11/1/1997,83134.8796, 942.00 , 9.80 
1644,E09000013,Hammersmith & Fulham,11/1/1997,164069.5936, 498.00 , 7.40 
1645,E09000014,Haringey,11/1/1997,101849.3913, 641.00 , 8.30 
1646,E09000015,Harrow,11/1/1997,107852.6922, 436.00 , 6.90 
1647,E09000016,Havering,11/1/1997,80399.34177, 419.00 , 6.80 
1648,E09000017,Hillingdon,11/1/1997,91871.96527, 466.00 , 7.20 
1649,E09000018,Hounslow,11/1/1997,90148.80355, 486.00 , 7.30 
1650,E09000019,Islington,11/1/1997,121457.047, 583.00 , 8.00 
1651,E09000020,Kensington & Chelsea,11/1/1997,258397.7953, 664.00 , 8.50 
1652,E09000021,Kingston upon Thames,11/1/1997,107889.3236, 526.00 , 7.60 
1653,E09000022,Lambeth,11/1/1997,91412.89947, 675.00 , 8.50 
1654,E09000023,Lewisham,11/1/1997,69404.65406, 601.00 , 8.10 
1655,E09000024,Merton,11/1/1997,99428.42215, 521.00 , 7.60 
1656,E09000025,Newham,11/1/1997,63680.755, 623.00 , 8.20 
1657,E09000026,Redbridge,11/1/1997,88281.16984, 480.00 , 7.30 
1658,E09000027,Richmond upon Thames,11/1/1997,150440.2566, 479.00 , 7.30 
1659,E09000028,Southwark,11/1/1997,82746.60488, 620.00 , 8.20 
1660,E09000029,Sutton,11/1/1997,87380.61339, 428.00 , 6.90 
1661,E09000030,Tower Hamlets,11/1/1997,88188.35019, 690.00 , 8.60 
1662,E09000031,Waltham Forest,11/1/1997,71401.73132, 613.00 , 8.20 
1663,E09000032,Wandsworth,11/1/1997,115120.6116, 606.00 , 8.10 
1664,E09000033,Westminster,11/1/1997,175551.9834, 716.00 , 8.80 
1681,E09000002,Barking & Dagenham,12/1/1997,58024.95607, 548.00 , 7.80 
1682,E09000003,Barnet,12/1/1997,115520.8603, 471.00 , 7.20 
1683,E09000004,Bexley,12/1/1997,74630.0585, 411.00 , 6.70 
1684,E09000005,Brent,12/1/1997,94035.60983, 527.00 , 7.60 
1685,E09000006,Bromley,12/1/1997,100945.2859, 427.00 , 6.90 
1686,E09000007,Camden,12/1/1997,168839.3037, 629.00 , 8.30 
1687,E09000008,Croydon,12/1/1997,83833.86644, 418.00 , 6.80 
1688,E09000009,Ealing,12/1/1997,105633.8062, 468.00 , 7.20 
1689,E09000010,Enfield,12/1/1997,89944.71103, 432.00 , 6.90 
1690,E09000011,Greenwich,12/1/1997,75273.48534, 567.00 , 7.90 
1691,E09000012,Hackney,12/1/1997,81230.59515, 942.00 , 9.80 
1692,E09000013,Hammersmith & Fulham,12/1/1997,163820.1194, 498.00 , 7.40 
1693,E09000014,Haringey,12/1/1997,101530.4919, 641.00 , 8.30 
1694,E09000015,Harrow,12/1/1997,108717.537, 436.00 , 6.90 
1695,E09000016,Havering,12/1/1997,80642.265, 419.00 , 6.80 
1696,E09000017,Hillingdon,12/1/1997,93142.60539, 466.00 , 7.20 
1697,E09000018,Hounslow,12/1/1997,91462.53937, 486.00 , 7.30 
1698,E09000019,Islington,12/1/1997,122034.1156, 583.00 , 8.00 
1699,E09000020,Kensington & Chelsea,12/1/1997,265111.884, 664.00 , 8.50 
1700,E09000021,Kingston upon Thames,12/1/1997,110385.3726, 526.00 , 7.60 
1701,E09000022,Lambeth,12/1/1997,93056.58501, 675.00 , 8.50 
1702,E09000023,Lewisham,12/1/1997,70897.45838, 601.00 , 8.10 
1703,E09000024,Merton,12/1/1997,102798.7207, 521.00 , 7.60 
1704,E09000025,Newham,12/1/1997,64175.9051, 623.00 , 8.20 
1705,E09000026,Redbridge,12/1/1997,90666.1641, 480.00 , 7.30 
1706,E09000027,Richmond upon Thames,12/1/1997,152620.3633, 479.00 , 7.30 
1707,E09000028,Southwark,12/1/1997,81288.22231, 620.00 , 8.20 
1708,E09000029,Sutton,12/1/1997,88380.14065, 428.00 , 6.90 
1709,E09000030,Tower Hamlets,12/1/1997,89546.41759, 690.00 , 8.60 
1710,E09000031,Waltham Forest,12/1/1997,72405.08185, 613.00 , 8.20 
1711,E09000032,Wandsworth,12/1/1997,115954.8919, 606.00 , 8.10 
1712,E09000033,Westminster,12/1/1997,173978.4143, 716.00 , 8.80 
1729,E09000002,Barking & Dagenham,1/1/1998,57558.99414, 548.00 , 7.80 
1730,E09000003,Barnet,1/1/1998,115902.4103, 471.00 , 7.20 
1731,E09000004,Bexley,1/1/1998,76863.45528, 411.00 , 6.70 
1732,E09000005,Brent,1/1/1998,93745.96395, 527.00 , 7.60 
1733,E09000006,Bromley,1/1/1998,102341.8156, 427.00 , 6.90 
1734,E09000007,Camden,1/1/1998,169012.4852, 629.00 , 8.30 
1735,E09000008,Croydon,1/1/1998,84643.16497, 418.00 , 6.80 
1736,E09000009,Ealing,1/1/1998,107575.4833, 468.00 , 7.20 
1737,E09000010,Enfield,1/1/1998,90495.67166, 432.00 , 6.90 
1738,E09000011,Greenwich,1/1/1998,76900.21665, 567.00 , 7.90 
1739,E09000012,Hackney,1/1/1998,83515.567, 942.00 , 9.80 
1740,E09000013,Hammersmith & Fulham,1/1/1998,168222.0656, 498.00 , 7.40 
1741,E09000014,Haringey,1/1/1998,101023.9582, 641.00 , 8.30 
1742,E09000015,Harrow,1/1/1998,108855.964, 436.00 , 6.90 
1743,E09000016,Havering,1/1/1998,81340.31193, 419.00 , 6.80 
1744,E09000017,Hillingdon,1/1/1998,93723.73662, 466.00 , 7.20 
1745,E09000018,Hounslow,1/1/1998,93427.63419, 486.00 , 7.30 
1746,E09000019,Islington,1/1/1998,122748.8011, 583.00 , 8.00 
1747,E09000020,Kensington & Chelsea,1/1/1998,269224.2088, 664.00 , 8.50 
1748,E09000021,Kingston upon Thames,1/1/1998,112996.0019, 526.00 , 7.60 
1749,E09000022,Lambeth,1/1/1998,96231.45089, 675.00 , 8.50 
1750,E09000023,Lewisham,1/1/1998,72381.58751, 601.00 , 8.10 
1751,E09000024,Merton,1/1/1998,105282.8206, 521.00 , 7.60 
1752,E09000025,Newham,1/1/1998,64961.94355, 623.00 , 8.20 
1753,E09000026,Redbridge,1/1/1998,91621.73448, 480.00 , 7.30 
1754,E09000027,Richmond upon Thames,1/1/1998,152270.2341, 479.00 , 7.30 
1755,E09000028,Southwark,1/1/1998,82410.03945, 620.00 , 8.20 
1756,E09000029,Sutton,1/1/1998,89866.18326, 428.00 , 6.90 
1757,E09000030,Tower Hamlets,1/1/1998,90192.38381, 690.00 , 8.60 
1758,E09000031,Waltham Forest,1/1/1998,73502.90459, 613.00 , 8.20 
1759,E09000032,Wandsworth,1/1/1998,119265.1816, 606.00 , 8.10 
1760,E09000033,Westminster,1/1/1998,179527.4694, 716.00 , 8.80 
1777,E09000002,Barking & Dagenham,2/1/1998,57360.29869, 548.00 , 7.80 
1778,E09000003,Barnet,2/1/1998,116995.4628, 471.00 , 7.20 
1779,E09000004,Bexley,2/1/1998,78064.88327, 411.00 , 6.70 
1780,E09000005,Brent,2/1/1998,95171.47554, 527.00 , 7.60 
1781,E09000006,Bromley,2/1/1998,103543.2009, 427.00 , 6.90 
1782,E09000007,Camden,2/1/1998,162344.7432, 629.00 , 8.30 
1783,E09000008,Croydon,2/1/1998,85365.35841, 418.00 , 6.80 
1784,E09000009,Ealing,2/1/1998,107332.4804, 468.00 , 7.20 
1785,E09000010,Enfield,2/1/1998,91921.17166, 432.00 , 6.90 
1786,E09000011,Greenwich,2/1/1998,78918.99039, 567.00 , 7.90 
1787,E09000012,Hackney,2/1/1998,82417.10251, 942.00 , 9.80 
1788,E09000013,Hammersmith & Fulham,2/1/1998,172033.6807, 498.00 , 7.40 
1789,E09000014,Haringey,2/1/1998,101655.3074, 641.00 , 8.30 
1790,E09000015,Harrow,2/1/1998,108952.5279, 436.00 , 6.90 
1791,E09000016,Havering,2/1/1998,82785.40514, 419.00 , 6.80 
1792,E09000017,Hillingdon,2/1/1998,93383.37553, 466.00 , 7.20 
1793,E09000018,Hounslow,2/1/1998,96346.58987, 486.00 , 7.30 
1794,E09000019,Islington,2/1/1998,124116.6519, 583.00 , 8.00 
1795,E09000020,Kensington & Chelsea,2/1/1998,270628.5649, 664.00 , 8.50 
1796,E09000021,Kingston upon Thames,2/1/1998,111798.9802, 526.00 , 7.60 
1797,E09000022,Lambeth,2/1/1998,97302.40413, 675.00 , 8.50 
1798,E09000023,Lewisham,2/1/1998,73372.60307, 601.00 , 8.10 
1799,E09000024,Merton,2/1/1998,104418.5072, 521.00 , 7.60 
1800,E09000025,Newham,2/1/1998,65451.51267, 623.00 , 8.20 
1801,E09000026,Redbridge,2/1/1998,93396.15006, 480.00 , 7.30 
1802,E09000027,Richmond upon Thames,2/1/1998,151211.0605, 479.00 , 7.30 
1803,E09000028,Southwark,2/1/1998,83945.66175, 620.00 , 8.20 
1804,E09000029,Sutton,2/1/1998,89954.4784, 428.00 , 6.90 
1805,E09000030,Tower Hamlets,2/1/1998,90683.74357, 690.00 , 8.60 
1806,E09000031,Waltham Forest,2/1/1998,73700.49996, 613.00 , 8.20 
1807,E09000032,Wandsworth,2/1/1998,119030.187, 606.00 , 8.10 
1808,E09000033,Westminster,2/1/1998,180294.0688, 716.00 , 8.80 
1825,E09000002,Barking & Dagenham,3/1/1998,57908.48029, 548.00 , 7.80 
1826,E09000003,Barnet,3/1/1998,118866.196, 471.00 , 7.20 
1827,E09000004,Bexley,3/1/1998,79062.28462, 411.00 , 6.70 
1828,E09000005,Brent,3/1/1998,96096.7542, 527.00 , 7.60 
1829,E09000006,Bromley,3/1/1998,104597.2887, 427.00 , 6.90 
1830,E09000007,Camden,3/1/1998,163828.6465, 629.00 , 8.30 
1831,E09000008,Croydon,3/1/1998,85751.42749, 418.00 , 6.80 
1832,E09000009,Ealing,3/1/1998,107112.1728, 468.00 , 7.20 
1833,E09000010,Enfield,3/1/1998,91816.80512, 432.00 , 6.90 
1834,E09000011,Greenwich,3/1/1998,79751.09715, 567.00 , 7.90 
1835,E09000012,Hackney,3/1/1998,84204.15339, 942.00 , 9.80 
1836,E09000013,Hammersmith & Fulham,3/1/1998,174467.6528, 498.00 , 7.40 
1837,E09000014,Haringey,3/1/1998,103783.4818, 641.00 , 8.30 
1838,E09000015,Harrow,3/1/1998,110597.7821, 436.00 , 6.90 
1839,E09000016,Havering,3/1/1998,82751.68392, 419.00 , 6.80 
1840,E09000017,Hillingdon,3/1/1998,93128.96742, 466.00 , 7.20 
1841,E09000018,Hounslow,3/1/1998,96430.67124, 486.00 , 7.30 
1842,E09000019,Islington,3/1/1998,124789.5969, 583.00 , 8.00 
1843,E09000020,Kensington & Chelsea,3/1/1998,264999.8907, 664.00 , 8.50 
1844,E09000021,Kingston upon Thames,3/1/1998,109701.5037, 526.00 , 7.60 
1845,E09000022,Lambeth,3/1/1998,96672.19281, 675.00 , 8.50 
1846,E09000023,Lewisham,3/1/1998,73597.98553, 601.00 , 8.10 
1847,E09000024,Merton,3/1/1998,105516.8248, 521.00 , 7.60 
1848,E09000025,Newham,3/1/1998,65551.62465, 623.00 , 8.20 
1849,E09000026,Redbridge,3/1/1998,92292.11215, 480.00 , 7.30 
1850,E09000027,Richmond upon Thames,3/1/1998,150025.6809, 479.00 , 7.30 
1851,E09000028,Southwark,3/1/1998,85932.1826, 620.00 , 8.20 
1852,E09000029,Sutton,3/1/1998,90571.90928, 428.00 , 6.90 
1853,E09000030,Tower Hamlets,3/1/1998,91784.67146, 690.00 , 8.60 
1854,E09000031,Waltham Forest,3/1/1998,73231.02042, 613.00 , 8.20 
1855,E09000032,Wandsworth,3/1/1998,121699.7177, 606.00 , 8.10 
1856,E09000033,Westminster,3/1/1998,189293.2482, 716.00 , 8.80 
1873,E09000002,Barking & Dagenham,4/1/1998,59196.02788, 548.00 , 7.80 
1874,E09000003,Barnet,4/1/1998,120486.5344, 471.00 , 7.20 
1875,E09000004,Bexley,4/1/1998,78422.86937, 411.00 , 6.70 
1876,E09000005,Brent,4/1/1998,97848.77001, 527.00 , 7.60 
1877,E09000006,Bromley,4/1/1998,105239.6534, 427.00 , 6.90 
1878,E09000007,Camden,4/1/1998,165652.1276, 629.00 , 8.30 
1879,E09000008,Croydon,4/1/1998,86036.81002, 418.00 , 6.80 
1880,E09000009,Ealing,4/1/1998,107300.8502, 468.00 , 7.20 
1881,E09000010,Enfield,4/1/1998,92143.45271, 432.00 , 6.90 
1882,E09000011,Greenwich,4/1/1998,79995.56344, 567.00 , 7.90 
1883,E09000012,Hackney,4/1/1998,83175.7664, 942.00 , 9.80 
1884,E09000013,Hammersmith & Fulham,4/1/1998,175880.4012, 498.00 , 7.40 
1885,E09000014,Haringey,4/1/1998,105380.7945, 641.00 , 8.30 
1886,E09000015,Harrow,4/1/1998,111934.3634, 436.00 , 6.90 
1887,E09000016,Havering,4/1/1998,84098.2193, 419.00 , 6.80 
1888,E09000017,Hillingdon,4/1/1998,94828.45564, 466.00 , 7.20 
1889,E09000018,Hounslow,4/1/1998,98461.80011, 486.00 , 7.30 
1890,E09000019,Islington,4/1/1998,127269.0876, 583.00 , 8.00 
1891,E09000020,Kensington & Chelsea,4/1/1998,270215.771, 664.00 , 8.50 
1892,E09000021,Kingston upon Thames,4/1/1998,109780.9888, 526.00 , 7.60 
1893,E09000022,Lambeth,4/1/1998,97598.21307, 675.00 , 8.50 
1894,E09000023,Lewisham,4/1/1998,74803.48355, 601.00 , 8.10 
1895,E09000024,Merton,4/1/1998,106269.9632, 521.00 , 7.60 
1896,E09000025,Newham,4/1/1998,65690.36984, 623.00 , 8.20 
1897,E09000026,Redbridge,4/1/1998,92631.21125, 480.00 , 7.30 
1898,E09000027,Richmond upon Thames,4/1/1998,153490.3543, 479.00 , 7.30 
1899,E09000028,Southwark,4/1/1998,89015.48435, 620.00 , 8.20 
1900,E09000029,Sutton,4/1/1998,89855.9391, 428.00 , 6.90 
1901,E09000030,Tower Hamlets,4/1/1998,94495.86884, 690.00 , 8.60 
1902,E09000031,Waltham Forest,4/1/1998,72767.4846, 613.00 , 8.20 
1903,E09000032,Wandsworth,4/1/1998,124438.8967, 606.00 , 8.10 
1904,E09000033,Westminster,4/1/1998,194817.1302, 716.00 , 8.80 
1921,E09000002,Barking & Dagenham,5/1/1998,60355.84269, 548.00 , 7.80 
1922,E09000003,Barnet,5/1/1998,122608.2135, 471.00 , 7.20 
1923,E09000004,Bexley,5/1/1998,79408.29987, 411.00 , 6.70 
1924,E09000005,Brent,5/1/1998,100109.0644, 527.00 , 7.60 
1925,E09000006,Bromley,5/1/1998,105759.5103, 427.00 , 6.90 
1926,E09000007,Camden,5/1/1998,169049.2294, 629.00 , 8.30 
1927,E09000008,Croydon,5/1/1998,86236.19345, 418.00 , 6.80 
1928,E09000009,Ealing,5/1/1998,110006.241, 468.00 , 7.20 
1929,E09000010,Enfield,5/1/1998,91518.29109, 432.00 , 6.90 
1930,E09000011,Greenwich,5/1/1998,81288.3011, 567.00 , 7.90 
1931,E09000012,Hackney,5/1/1998,86573.06588, 942.00 , 9.80 
1932,E09000013,Hammersmith & Fulham,5/1/1998,173619.8542, 498.00 , 7.40 
1933,E09000014,Haringey,5/1/1998,108352.5028, 641.00 , 8.30 
1934,E09000015,Harrow,5/1/1998,114375.4039, 436.00 , 6.90 
1935,E09000016,Havering,5/1/1998,85046.51812, 419.00 , 6.80 
1936,E09000017,Hillingdon,5/1/1998,96743.32596, 466.00 , 7.20 
1937,E09000018,Hounslow,5/1/1998,98010.46848, 486.00 , 7.30 
1938,E09000019,Islington,5/1/1998,131978.0428, 583.00 , 8.00 
1939,E09000020,Kensington & Chelsea,5/1/1998,273275.3314, 664.00 , 8.50 
1940,E09000021,Kingston upon Thames,5/1/1998,112487.1288, 526.00 , 7.60 
1941,E09000022,Lambeth,5/1/1998,99377.87622, 675.00 , 8.50 
1942,E09000023,Lewisham,5/1/1998,75873.68173, 601.00 , 8.10 
1943,E09000024,Merton,5/1/1998,108041.1812, 521.00 , 7.60 
1944,E09000025,Newham,5/1/1998,66605.47302, 623.00 , 8.20 
1945,E09000026,Redbridge,5/1/1998,92893.38039, 480.00 , 7.30 
1946,E09000027,Richmond upon Thames,5/1/1998,154920.0253, 479.00 , 7.30 
1947,E09000028,Southwark,5/1/1998,89632.15871, 620.00 , 8.20 
1948,E09000029,Sutton,5/1/1998,90466.00519, 428.00 , 6.90 
1949,E09000030,Tower Hamlets,5/1/1998,96080.49193, 690.00 , 8.60 
1950,E09000031,Waltham Forest,5/1/1998,73939.5839, 613.00 , 8.20 
1951,E09000032,Wandsworth,5/1/1998,127831.8535, 606.00 , 8.10 
