,ID,London Borough,Date,Average Price
2162,E09000003,Barnet,1998-10-01,125719.0786
2163,E09000004,Bexley,1998-10-01,82767.38679
2164,E09000005,Brent,1998-10-01,104398.8145
2165,E09000006,Bromley,1998-10-01,112592.3065
2166,E09000007,Camden,1998-10-01,172384.517
2167,E09000008,Croydon,1998-10-01,91165.3496
2168,E09000009,Ealing,1998-10-01,114190.2717
2169,E09000010,Enfield,1998-10-01,95077.10624
2170,E09000011,Greenwich,1998-10-01,82373.95764
2171,E09000012,Hackney,1998-10-01,88622.63034
2172,E09000013,Hammersmith & Fulham,1998-10-01,177413.1984
2173,E09000014,Haringey,1998-10-01,110846.9561
2174,E09000015,Harrow,1998-10-01,117105.0566
2175,E09000016,Havering,1998-10-01,86774.53214
2176,E09000017,Hillingdon,1998-10-01,100998.4359
2177,E09000018,Hounslow,1998-10-01,103557.0817
2178,E09000019,Islington,1998-10-01,137819.9591
2179,E09000020,Kensington & Chelsea,1998-10-01,262418.9082
2180,E09000021,Kingston upon Thames,1998-10-01,121774.4158
2181,E09000022,Lambeth,1998-10-01,107015.5039
2182,E09000023,Lewisham,1998-10-01,75820.90405
2183,E09000024,Merton,1998-10-01,110666.451
2184,E09000025,Newham,1998-10-01,69596.72716
2185,E09000026,Redbridge,1998-10-01,96575.53827
2186,E09000027,Richmond upon Thames,1998-10-01,178760.7612
2187,E09000028,Southwark,1998-10-01,94680.31192
2188,E09000029,Sutton,1998-10-01,94598.75891
2189,E09000030,Tower Hamlets,1998-10-01,99342.02547
2190,E09000031,Waltham Forest,1998-10-01,76936.93106
2191,E09000032,Wandsworth,1998-10-01,128481.8043
2192,E09000033,Westminster,1998-10-01,196666.6553
2209,E09000002,Barking & Dagenham,1998-11-01,62239.78472
2210,E09000003,Barnet,1998-11-01,125086.4722
2211,E09000004,Bexley,1998-11-01,83837.91893
2212,E09000005,Brent,1998-11-01,104826.9114
2213,E09000006,Bromley,1998-11-01,112196.6123
2214,E09000007,Camden,1998-11-01,174582.4394
2215,E09000008,Croydon,1998-11-01,91461.19439
2216,E09000009,Ealing,1998-11-01,114159.8157
2217,E09000010,Enfield,1998-11-01,94976.67065
2218,E09000011,Greenwich,1998-11-01,83126.8212
2219,E09000012,Hackney,1998-11-01,91616.14533
2220,E09000013,Hammersmith & Fulham,1998-11-01,174443.9522
2221,E09000014,Haringey,1998-11-01,108926.558
2222,E09000015,Harrow,1998-11-01,117228.9275
2223,E09000016,Havering,1998-11-01,87507.60515
2224,E09000017,Hillingdon,1998-11-01,101277.1837
2225,E09000018,Hounslow,1998-11-01,102069.8973
2226,E09000019,Islington,1998-11-01,137651.5711
2227,E09000020,Kensington & Chelsea,1998-11-01,255844.1315
2228,E09000021,Kingston upon Thames,1998-11-01,121897.5123
2229,E09000022,Lambeth,1998-11-01,106181.7414
2230,E09000023,Lewisham,1998-11-01,75227.54675
2231,E09000024,Merton,1998-11-01,109273.9571
2232,E09000025,Newham,1998-11-01,69397.83664
2233,E09000026,Redbridge,1998-11-01,96240.32723
2234,E09000027,Richmond upon Thames,1998-11-01,180444.4459
2235,E09000028,Southwark,1998-11-01,96759.26284
2236,E09000029,Sutton,1998-11-01,95132.9044
2237,E09000030,Tower Hamlets,1998-11-01,100981.6977
2238,E09000031,Waltham Forest,1998-11-01,77341.53595
2239,E09000032,Wandsworth,1998-11-01,128840.5708
2240,E09000033,Westminster,1998-11-01,196670.3204
2257,E09000002,Barking & Dagenham,1998-12-01,63487.53798
2258,E09000003,Barnet,1998-12-01,125756.6791
2259,E09000004,Bexley,1998-12-01,83263.52712
2260,E09000005,Brent,1998-12-01,104374.9985
2261,E09000006,Bromley,1998-12-01,112814.0055
2262,E09000007,Camden,1998-12-01,173071.6319
2263,E09000008,Croydon,1998-12-01,91827.85595
2264,E09000009,Ealing,1998-12-01,112653.422
2265,E09000010,Enfield,1998-12-01,94863.4677
2266,E09000011,Greenwich,1998-12-01,84871.68318
2267,E09000012,Hackney,1998-12-01,93847.49131
2268,E09000013,Hammersmith & Fulham,1998-12-01,172010.5192
2269,E09000014,Haringey,1998-12-01,107368.0689
2270,E09000015,Harrow,1998-12-01,117471.185
2271,E09000016,Havering,1998-12-01,89171.50142
2272,E09000017,Hillingdon,1998-12-01,102041.991
2273,E09000018,Hounslow,1998-12-01,101169.1191
2274,E09000019,Islington,1998-12-01,135066.3567
2275,E09000020,Kensington & Chelsea,1998-12-01,266270.5485
2276,E09000021,Kingston upon Thames,1998-12-01,120382.1116
2277,E09000022,Lambeth,1998-12-01,107115.792
2278,E09000023,Lewisham,1998-12-01,75338.81507
2279,E09000024,Merton,1998-12-01,108352.782
2280,E09000025,Newham,1998-12-01,70575.82682
2281,E09000026,Redbridge,1998-12-01,96205.1258
2282,E09000027,Richmond upon Thames,1998-12-01,178678.5042
2283,E09000028,Southwark,1998-12-01,98302.97736
2284,E09000029,Sutton,1998-12-01,95480.81832
2285,E09000030,Tower Hamlets,1998-12-01,104182.1897
2286,E09000031,Waltham Forest,1998-12-01,78115.15176
2287,E09000032,Wandsworth,1998-12-01,126224.4243
2288,E09000033,Westminster,1998-12-01,188672.0143
2305,E09000002,Barking & Dagenham,1999-01-01,64531.66938
2306,E09000003,Barnet,1999-01-01,126189.4276
2307,E09000004,Bexley,1999-01-01,83063.70909
2308,E09000005,Brent,1999-01-01,105461.3404
2309,E09000006,Bromley,1999-01-01,112544.0149
2310,E09000007,Camden,1999-01-01,170960.9458
2311,E09000008,Croydon,1999-01-01,91178.99822
2312,E09000009,Ealing,1999-01-01,112914.4883
2313,E09000010,Enfield,1999-01-01,94831.15226
2314,E09000011,Greenwich,1999-01-01,86685.01105
2315,E09000012,Hackney,1999-01-01,99488.82028
2316,E09000013,Hammersmith & Fulham,1999-01-01,178178.6213
2317,E09000014,Haringey,1999-01-01,107522.9387
2318,E09000015,Harrow,1999-01-01,118610.9583
2319,E09000016,Havering,1999-01-01,89520.90708
2320,E09000017,Hillingdon,1999-01-01,102147.1398
2321,E09000018,Hounslow,1999-01-01,101233.8036
2322,E09000019,Islington,1999-01-01,135270.4037
2323,E09000020,Kensington & Chelsea,1999-01-01,278268.6998
2324,E09000021,Kingston upon Thames,1999-01-01,119772.5896
2325,E09000022,Lambeth,1999-01-01,106119.1048
2326,E09000023,Lewisham,1999-01-01,77527.50009
2327,E09000024,Merton,1999-01-01,109273.6564
2328,E09000025,Newham,1999-01-01,69438.7051
2329,E09000026,Redbridge,1999-01-01,96338.45919
2330,E09000027,Richmond upon Thames,1999-01-01,174889.3833
2331,E09000028,Southwark,1999-01-01,100114.5479
2332,E09000029,Sutton,1999-01-01,94888.05567
2333,E09000030,Tower Hamlets,1999-01-01,107464.1761
2334,E09000031,Waltham Forest,1999-01-01,78116.81294
2335,E09000032,Wandsworth,1999-01-01,126280.2113
2336,E09000033,Westminster,1999-01-01,188601.2156
2353,E09000002,Barking & Dagenham,1999-02-01,64165.8862
2354,E09000003,Barnet,1999-02-01,127016.6776
2355,E09000004,Bexley,1999-02-01,82927.91202
2356,E09000005,Brent,1999-02-01,105818.0386
2357,E09000006,Bromley,1999-02-01,111888.5703
2358,E09000007,Camden,1999-02-01,173480.4206
2359,E09000008,Croydon,1999-02-01,91101.93464
2360,E09000009,Ealing,1999-02-01,113766.5971
2361,E09000010,Enfield,1999-02-01,95081.97694
2362,E09000011,Greenwich,1999-02-01,86117.38491
2363,E09000012,Hackney,1999-02-01,98975.67719
2364,E09000013,Hammersmith & Fulham,1999-02-01,177829.7989
2365,E09000014,Haringey,1999-02-01,108704.3147
2366,E09000015,Harrow,1999-02-01,119072.196
2367,E09000016,Havering,1999-02-01,89272.00414
2368,E09000017,Hillingdon,1999-02-01,101773.7044
2369,E09000018,Hounslow,1999-02-01,102182.0486
2370,E09000019,Islington,1999-02-01,137960.8842
2371,E09000020,Kensington & Chelsea,1999-02-01,289467.3431
2372,E09000021,Kingston upon Thames,1999-02-01,118098.4886
2373,E09000022,Lambeth,1999-02-01,107158.0285
2374,E09000023,Lewisham,1999-02-01,79266.54324
2375,E09000024,Merton,1999-02-01,109397.4444
2376,E09000025,Newham,1999-02-01,70158.69633
2377,E09000026,Redbridge,1999-02-01,97153.94034
2378,E09000027,Richmond upon Thames,1999-02-01,171215.8946
2379,E09000028,Southwark,1999-02-01,102573.3104
2380,E09000029,Sutton,1999-02-01,94864.45412
2381,E09000030,Tower Hamlets,1999-02-01,105112.6677
2382,E09000031,Waltham Forest,1999-02-01,78645.34854
2383,E09000032,Wandsworth,1999-02-01,122987.2323
2384,E09000033,Westminster,1999-02-01,198480.7717
2401,E09000002,Barking & Dagenham,1999-03-01,63528.08617
2402,E09000003,Barnet,1999-03-01,126902.3843
2403,E09000004,Bexley,1999-03-01,83333.72827
2404,E09000005,Brent,1999-03-01,107528.0421
2405,E09000006,Bromley,1999-03-01,112486.4897
2406,E09000007,Camden,1999-03-01,178877.0672
2407,E09000008,Croydon,1999-03-01,91471.33754
2408,E09000009,Ealing,1999-03-01,115214.6477
2409,E09000010,Enfield,1999-03-01,95550.53917
2410,E09000011,Greenwich,1999-03-01,85174.92212
2411,E09000012,Hackney,1999-03-01,98491.78391
2412,E09000013,Hammersmith & Fulham,1999-03-01,181256.143
2413,E09000014,Haringey,1999-03-01,109969.252
2414,E09000015,Harrow,1999-03-01,120272.7461
2415,E09000016,Havering,1999-03-01,88939.34854
2416,E09000017,Hillingdon,1999-03-01,102525.2535
2417,E09000018,Hounslow,1999-03-01,102926.5373
2418,E09000019,Islington,1999-03-01,142814.6664
2419,E09000020,Kensington & Chelsea,1999-03-01,285638.3561
2420,E09000021,Kingston upon Thames,1999-03-01,119696.6733
2421,E09000022,Lambeth,1999-03-01,106659.4971
2422,E09000023,Lewisham,1999-03-01,79578.68251
2423,E09000024,Merton,1999-03-01,114816.3224
2424,E09000025,Newham,1999-03-01,69459.01834
2425,E09000026,Redbridge,1999-03-01,98313.08503
2426,E09000027,Richmond upon Thames,1999-03-01,169589.8601
2427,E09000028,Southwark,1999-03-01,104235.1355
2428,E09000029,Sutton,1999-03-01,94881.49949
2429,E09000030,Tower Hamlets,1999-03-01,102997.8002
2430,E09000031,Waltham Forest,1999-03-01,78934.46227
2431,E09000032,Wandsworth,1999-03-01,127450.4524
2432,E09000033,Westminster,1999-03-01,205497.3901
2449,E09000002,Barking & Dagenham,1999-04-01,63579.89636
2450,E09000003,Barnet,1999-04-01,127883.2693
2451,E09000004,Bexley,1999-04-01,84266.87941
2452,E09000005,Brent,1999-04-01,106234.4577
2453,E09000006,Bromley,1999-04-01,114994.19
2454,E09000007,Camden,1999-04-01,182926.019
2455,E09000008,Croydon,1999-04-01,93440.24484
2456,E09000009,Ealing,1999-04-01,118843.7142
2457,E09000010,Enfield,1999-04-01,97457.06275
2458,E09000011,Greenwich,1999-04-01,84726.53857
2459,E09000012,Hackney,1999-04-01,98420.39522
2460,E09000013,Hammersmith & Fulham,1999-04-01,183110.968
2461,E09000014,Haringey,1999-04-01,111510.253
2462,E09000015,Harrow,1999-04-01,121329.4816
2463,E09000016,Havering,1999-04-01,90144.75583
2464,E09000017,Hillingdon,1999-04-01,103632.411
2465,E09000018,Hounslow,1999-04-01,104553.4418
2466,E09000019,Islington,1999-04-01,149721.828
2467,E09000020,Kensington & Chelsea,1999-04-01,283232.0402
2468,E09000021,Kingston upon Thames,1999-04-01,121127.9169
2469,E09000022,Lambeth,1999-04-01,109745.573
2470,E09000023,Lewisham,1999-04-01,80440.16818
2471,E09000024,Merton,1999-04-01,116423.617
2472,E09000025,Newham,1999-04-01,70790.78396
2473,E09000026,Redbridge,1999-04-01,99209.01804
2474,E09000027,Richmond upon Thames,1999-04-01,168780.4258
2475,E09000028,Southwark,1999-04-01,104883.5665
2476,E09000029,Sutton,1999-04-01,95454.7897
2477,E09000030,Tower Hamlets,1999-04-01,101336.462
2478,E09000031,Waltham Forest,1999-04-01,79754.05358
2479,E09000032,Wandsworth,1999-04-01,130610.2869
2480,E09000033,Westminster,1999-04-01,208212.9237
2497,E09000002,Barking & Dagenham,1999-05-01,64508.34516
2498,E09000003,Barnet,1999-05-01,129392.9587
2499,E09000004,Bexley,1999-05-01,84513.45483
2500,E09000005,Brent,1999-05-01,106088.9911
2501,E09000006,Bromley,1999-05-01,117944.1576
2502,E09000007,Camden,1999-05-01,180780.8725
2503,E09000008,Croydon,1999-05-01,94894.81499
2504,E09000009,Ealing,1999-05-01,121735.4401
2505,E09000010,Enfield,1999-05-01,99421.89328
2506,E09000011,Greenwich,1999-05-01,87080.856
2507,E09000012,Hackney,1999-05-01,100035.9125
2508,E09000013,Hammersmith & Fulham,1999-05-01,188008.6471
2509,E09000014,Haringey,1999-05-01,114015.805
2510,E09000015,Harrow,1999-05-01,121248.7812
2511,E09000016,Havering,1999-05-01,91041.71551
2512,E09000017,Hillingdon,1999-05-01,105696.4078
2513,E09000018,Hounslow,1999-05-01,107062.0321
2514,E09000019,Islington,1999-05-01,152447.4692
2515,E09000020,Kensington & Chelsea,1999-05-01,291011.3718
2516,E09000021,Kingston upon Thames,1999-05-01,124602.2814
2517,E09000022,Lambeth,1999-05-01,112373.6232
2518,E09000023,Lewisham,1999-05-01,81886.84758
2519,E09000024,Merton,1999-05-01,119216.2104
2520,E09000025,Newham,1999-05-01,71397.01627
2521,E09000026,Redbridge,1999-05-01,100042.5872
2522,E09000027,Richmond upon Thames,1999-05-01,170751.6349
2523,E09000028,Southwark,1999-05-01,103566.1204
2524,E09000029,Sutton,1999-05-01,96907.92768
2525,E09000030,Tower Hamlets,1999-05-01,105612.8097
2526,E09000031,Waltham Forest,1999-05-01,80973.04768
2527,E09000032,Wandsworth,1999-05-01,139288.7534
2528,E09000033,Westminster,1999-05-01,207511.1226
2545,E09000002,Barking & Dagenham,1999-06-01,64704.17565
2546,E09000003,Barnet,1999-06-01,132607.9049
2547,E09000004,Bexley,1999-06-01,85021.16597
2548,E09000005,Brent,1999-06-01,107313.2284
2549,E09000006,Bromley,1999-06-01,119895.0819
2550,E09000007,Camden,1999-06-01,185845.242
2551,E09000008,Croydon,1999-06-01,96008.04479
2552,E09000009,Ealing,1999-06-01,124015.3308
2553,E09000010,Enfield,1999-06-01,101264.7233
2554,E09000011,Greenwich,1999-06-01,88406.19994
2555,E09000012,Hackney,1999-06-01,102700.8069
2556,E09000013,Hammersmith & Fulham,1999-06-01,194147.3378
2557,E09000014,Haringey,1999-06-01,117649.5675
2558,E09000015,Harrow,1999-06-01,122935.1127
2559,E09000016,Havering,1999-06-01,92572.48711
2560,E09000017,Hillingdon,1999-06-01,107687.9564
2561,E09000018,Hounslow,1999-06-01,110970.4989
2562,E09000019,Islington,1999-06-01,154914.7597
2563,E09000020,Kensington & Chelsea,1999-06-01,300774.1865
2564,E09000021,Kingston upon Thames,1999-06-01,127259.9905
2565,E09000022,Lambeth,1999-06-01,112866.5968
2566,E09000023,Lewisham,1999-06-01,84096.27271
2567,E09000024,Merton,1999-06-01,120264.1358
2568,E09000025,Newham,1999-06-01,73247.28922
2569,E09000026,Redbridge,1999-06-01,101167.3207
2570,E09000027,Richmond upon Thames,1999-06-01,173667.4258
2571,E09000028,Southwark,1999-06-01,102709.9969
2572,E09000029,Sutton,1999-06-01,99178.92661
2573,E09000030,Tower Hamlets,1999-06-01,109233.2668
2574,E09000031,Waltham Forest,1999-06-01,81739.34545
2575,E09000032,Wandsworth,1999-06-01,143190.6281
2576,E09000033,Westminster,1999-06-01,207263.5862
2593,E09000002,Barking & Dagenham,1999-07-01,64920.77432
2594,E09000003,Barnet,1999-07-01,136102.2428
2595,E09000004,Bexley,1999-07-01,85713.33686
2596,E09000005,Brent,1999-07-01,110806.5127
2597,E09000006,Bromley,1999-07-01,121699.1351
2598,E09000007,Camden,1999-07-01,191808.2772
2599,E09000008,Croydon,1999-07-01,96700.41949
2600,E09000009,Ealing,1999-07-01,126197.8919
2601,E09000010,Enfield,1999-07-01,102426.7393
2602,E09000011,Greenwich,1999-07-01,90490.55968
2603,E09000012,Hackney,1999-07-01,104317.0992
2604,E09000013,Hammersmith & Fulham,1999-07-01,200248.3928
2605,E09000014,Haringey,1999-07-01,122747.5611
2606,E09000015,Harrow,1999-07-01,124985.7097
2607,E09000016,Havering,1999-07-01,93170.6294
2608,E09000017,Hillingdon,1999-07-01,109614.1977
2609,E09000018,Hounslow,1999-07-01,114020.7544
2610,E09000019,Islington,1999-07-01,155871.9906
2611,E09000020,Kensington & Chelsea,1999-07-01,309698.1948
2612,E09000021,Kingston upon Thames,1999-07-01,130427.4338
2613,E09000022,Lambeth,1999-07-01,117304.6699
2614,E09000023,Lewisham,1999-07-01,84692.59136
2615,E09000024,Merton,1999-07-01,122196.8031
2616,E09000025,Newham,1999-07-01,74419.65726
2617,E09000026,Redbridge,1999-07-01,101993.0637
2618,E09000027,Richmond upon Thames,1999-07-01,179380.5595
2619,E09000028,Southwark,1999-07-01,104362.5796
2620,E09000029,Sutton,1999-07-01,101022.5828
2621,E09000030,Tower Hamlets,1999-07-01,113502.3562
2622,E09000031,Waltham Forest,1999-07-01,83838.59501
2623,E09000032,Wandsworth,1999-07-01,151140.9621
2624,E09000033,Westminster,1999-07-01,212331.709
2641,E09000002,Barking & Dagenham,1999-08-01,65385.34756
2642,E09000003,Barnet,1999-08-01,139740.7827
2643,E09000004,Bexley,1999-08-01,86489.10314
2644,E09000005,Brent,1999-08-01,114279.3645
2645,E09000006,Bromley,1999-08-01,123500.9798
2646,E09000007,Camden,1999-08-01,198649.9996
2647,E09000008,Croydon,1999-08-01,97742.28378
2648,E09000009,Ealing,1999-08-01,130341.4857
2649,E09000010,Enfield,1999-08-01,104177.7503
2650,E09000011,Greenwich,1999-08-01,91884.72776
2651,E09000012,Hackney,1999-08-01,108551.7064
2652,E09000013,Hammersmith & Fulham,1999-08-01,206928.8117
2653,E09000014,Haringey,1999-08-01,127102.0855
2654,E09000015,Harrow,1999-08-01,129397.6477
2655,E09000016,Havering,1999-08-01,93854.92983
2656,E09000017,Hillingdon,1999-08-01,110657.0927
2657,E09000018,Hounslow,1999-08-01,117900.617
2658,E09000019,Islington,1999-08-01,161064.2445
2659,E09000020,Kensington & Chelsea,1999-08-01,317394.0918
2660,E09000021,Kingston upon Thames,1999-08-01,133295.8181
2661,E09000022,Lambeth,1999-08-01,120469.7261
2662,E09000023,Lewisham,1999-08-01,86544.41251
2663,E09000024,Merton,1999-08-01,125513.7151
2664,E09000025,Newham,1999-08-01,75708.39044
2665,E09000026,Redbridge,1999-08-01,103991.6376
2666,E09000027,Richmond upon Thames,1999-08-01,185242.2339
2667,E09000028,Southwark,1999-08-01,110011.6305
2668,E09000029,Sutton,1999-08-01,102594.2252
2669,E09000030,Tower Hamlets,1999-08-01,115474.3019
2670,E09000031,Waltham Forest,1999-08-01,84740.1338
2671,E09000032,Wandsworth,1999-08-01,157423.9909
2672,E09000033,Westminster,1999-08-01,215078.0483
2689,E09000002,Barking & Dagenham,1999-09-01,66003.11935
2690,E09000003,Barnet,1999-09-01,143596.1099
2691,E09000004,Bexley,1999-09-01,88718.62985
2692,E09000005,Brent,1999-09-01,117069.9944
2693,E09000006,Bromley,1999-09-01,125782.1161
2694,E09000007,Camden,1999-09-01,203512.7099
2695,E09000008,Croydon,1999-09-01,99322.76296
2696,E09000009,Ealing,1999-09-01,134669.2584
2697,E09000010,Enfield,1999-09-01,105624.291
2698,E09000011,Greenwich,1999-09-01,94542.34941
2699,E09000012,Hackney,1999-09-01,110406.6943
2700,E09000013,Hammersmith & Fulham,1999-09-01,212564.778
2701,E09000014,Haringey,1999-09-01,132071.6651
2702,E09000015,Harrow,1999-09-01,132088.8173
2703,E09000016,Havering,1999-09-01,94553.88447
2704,E09000017,Hillingdon,1999-09-01,112081.1071
2705,E09000018,Hounslow,1999-09-01,119390.8922
2706,E09000019,Islington,1999-09-01,166651.8979
2707,E09000020,Kensington & Chelsea,1999-09-01,333917.5663
2708,E09000021,Kingston upon Thames,1999-09-01,136296.0455
2709,E09000022,Lambeth,1999-09-01,125138.4596
2710,E09000023,Lewisham,1999-09-01,87576.39885
2711,E09000024,Merton,1999-09-01,128105.8626
2712,E09000025,Newham,1999-09-01,77254.30418
2713,E09000026,Redbridge,1999-09-01,105368.7241
2714,E09000027,Richmond upon Thames,1999-09-01,190022.6258
2715,E09000028,Southwark,1999-09-01,119479.5317
2716,E09000029,Sutton,1999-09-01,103960.421
2717,E09000030,Tower Hamlets,1999-09-01,120785.8869
2718,E09000031,Waltham Forest,1999-09-01,86955.00402
2719,E09000032,Wandsworth,1999-09-01,161456.5635
2720,E09000033,Westminster,1999-09-01,226465.2183
2737,E09000002,Barking & Dagenham,1999-10-01,66367.31665
2738,E09000003,Barnet,1999-10-01,145287.1569
2739,E09000004,Bexley,1999-10-01,90657.2974
2740,E09000005,Brent,1999-10-01,119229.4377
2741,E09000006,Bromley,1999-10-01,128022.3164
2742,E09000007,Camden,1999-10-01,206707.2423
2743,E09000008,Croydon,1999-10-01,101977.2522
2744,E09000009,Ealing,1999-10-01,137399.5158
2745,E09000010,Enfield,1999-10-01,107849.115
2746,E09000011,Greenwich,1999-10-01,96498.99566
2747,E09000012,Hackney,1999-10-01,112403.135
2748,E09000013,Hammersmith & Fulham,1999-10-01,215274.5925
2749,E09000014,Haringey,1999-10-01,130915.8931
2750,E09000015,Harrow,1999-10-01,135108.278
2751,E09000016,Havering,1999-10-01,95635.81339
2752,E09000017,Hillingdon,1999-10-01,114177.9343
2753,E09000018,Hounslow,1999-10-01,119750.1402
2754,E09000019,Islington,1999-10-01,169146.2627
2755,E09000020,Kensington & Chelsea,1999-10-01,341201.5355
2756,E09000021,Kingston upon Thames,1999-10-01,139655.146
2757,E09000022,Lambeth,1999-10-01,125678.1757
2758,E09000023,Lewisham,1999-10-01,90084.25567
2759,E09000024,Merton,1999-10-01,130653.9724
2760,E09000025,Newham,1999-10-01,79288.98619
2761,E09000026,Redbridge,1999-10-01,107811.8203
2762,E09000027,Richmond upon Thames,1999-10-01,192255.3715
2763,E09000028,Southwark,1999-10-01,125224.2837
2764,E09000029,Sutton,1999-10-01,105846.7423
2765,E09000030,Tower Hamlets,1999-10-01,122838.3781
2766,E09000031,Waltham Forest,1999-10-01,88550.84072
2767,E09000032,Wandsworth,1999-10-01,161755.1097
2768,E09000033,Westminster,1999-10-01,227556.5408
2785,E09000002,Barking & Dagenham,1999-11-01,67344.39063
2786,E09000003,Barnet,1999-11-01,147825.43
2787,E09000004,Bexley,1999-11-01,92721.99578
2788,E09000005,Brent,1999-11-01,122662.6488
2789,E09000006,Bromley,1999-11-01,129997.6211
2790,E09000007,Camden,1999-11-01,209299.6266
2791,E09000008,Croydon,1999-11-01,104761.5907
2792,E09000009,Ealing,1999-11-01,138554.743
2793,E09000010,Enfield,1999-11-01,109730.4823
2794,E09000011,Greenwich,1999-11-01,98617.41384
2795,E09000012,Hackney,1999-11-01,114772.1785
2796,E09000013,Hammersmith & Fulham,1999-11-01,221981.5646
2797,E09000014,Haringey,1999-11-01,128755.8788
2798,E09000015,Harrow,1999-11-01,136750.9775
2799,E09000016,Havering,1999-11-01,97259.15619
2800,E09000017,Hillingdon,1999-11-01,116884.0302
2801,E09000018,Hounslow,1999-11-01,121084.0258
2802,E09000019,Islington,1999-11-01,170172.3445
2803,E09000020,Kensington & Chelsea,1999-11-01,352619.7127
2804,E09000021,Kingston upon Thames,1999-11-01,141564.9415
2805,E09000022,Lambeth,1999-11-01,126668.2958
2806,E09000023,Lewisham,1999-11-01,91595.22714
2807,E09000024,Merton,1999-11-01,132578.9819
2808,E09000025,Newham,1999-11-01,80777.81284
2809,E09000026,Redbridge,1999-11-01,110838.5044
2810,E09000027,Richmond upon Thames,1999-11-01,200453.7839
2811,E09000028,Southwark,1999-11-01,124126.3637
2812,E09000029,Sutton,1999-11-01,108951.7771
2813,E09000030,Tower Hamlets,1999-11-01,125415.2705
2814,E09000031,Waltham Forest,1999-11-01,91421.1657
2815,E09000032,Wandsworth,1999-11-01,160897.3194
2816,E09000033,Westminster,1999-11-01,234439.6353
2833,E09000002,Barking & Dagenham,1999-12-01,68812.20586
2834,E09000003,Barnet,1999-12-01,149509.8001
2835,E09000004,Bexley,1999-12-01,93905.37822
2836,E09000005,Brent,1999-12-01,123397.5813
2837,E09000006,Bromley,1999-12-01,131735.4819
2838,E09000007,Camden,1999-12-01,210239.946
2839,E09000008,Croydon,1999-12-01,107480.1901
2840,E09000009,Ealing,1999-12-01,141686.9951
2841,E09000010,Enfield,1999-12-01,110428.1981
2842,E09000011,Greenwich,1999-12-01,100324.6216
2843,E09000012,Hackney,1999-12-01,117831.4215
2844,E09000013,Hammersmith & Fulham,1999-12-01,227284.507
2845,E09000014,Haringey,1999-12-01,130036.3449
2846,E09000015,Harrow,1999-12-01,138450.2126
2847,E09000016,Havering,1999-12-01,98706.45402
2848,E09000017,Hillingdon,1999-12-01,120227.8142
2849,E09000018,Hounslow,1999-12-01,123809.1406
2850,E09000019,Islington,1999-12-01,171040.0973
2851,E09000020,Kensington & Chelsea,1999-12-01,354241.2991
2852,E09000021,Kingston upon Thames,1999-12-01,144567.1014
2853,E09000022,Lambeth,1999-12-01,129213.7502
2854,E09000023,Lewisham,1999-12-01,93052.8266
2855,E09000024,Merton,1999-12-01,134375.7494
2856,E09000025,Newham,1999-12-01,82366.16022
2857,E09000026,Redbridge,1999-12-01,113057.247
2858,E09000027,Richmond upon Thames,1999-12-01,205018.6366
2859,E09000028,Southwark,1999-12-01,121923.4802
2860,E09000029,Sutton,1999-12-01,111886.363
2861,E09000030,Tower Hamlets,1999-12-01,126650.0963
2862,E09000031,Waltham Forest,1999-12-01,92190.24552
2863,E09000032,Wandsworth,1999-12-01,161596.2072
2864,E09000033,Westminster,1999-12-01,237074.2685
2881,E09000002,Barking & Dagenham,2000-01-01,71079.19356
2882,E09000003,Barnet,2000-01-01,153676.0556
2883,E09000004,Bexley,2000-01-01,94978.46681
2884,E09000005,Brent,2000-01-01,126784.8196
2885,E09000006,Bromley,2000-01-01,133997.0007
2886,E09000007,Camden,2000-01-01,217699.6002
2887,E09000008,Croydon,2000-01-01,109118.7895
2888,E09000009,Ealing,2000-01-01,144352.3335
2889,E09000010,Enfield,2000-01-01,111688.6219
2890,E09000011,Greenwich,2000-01-01,102410.6488
2891,E09000012,Hackney,2000-01-01,121135.2211
2892,E09000013,Hammersmith & Fulham,2000-01-01,229464.5665
2893,E09000014,Haringey,2000-01-01,133952.8418
2894,E09000015,Harrow,2000-01-01,141115.0485
2895,E09000016,Havering,2000-01-01,100713.9531
2896,E09000017,Hillingdon,2000-01-01,120742.0645
2897,E09000018,Hounslow,2000-01-01,128285.0144
2898,E09000019,Islington,2000-01-01,174119.3667
2899,E09000020,Kensington & Chelsea,2000-01-01,355950.9678
2900,E09000021,Kingston upon Thames,2000-01-01,146959.3154
2901,E09000022,Lambeth,2000-01-01,132007.1435
2902,E09000023,Lewisham,2000-01-01,95724.54458
2903,E09000024,Merton,2000-01-01,137687.1182
2904,E09000025,Newham,2000-01-01,83681.28856
2905,E09000026,Redbridge,2000-01-01,115192.7868
2906,E09000027,Richmond upon Thames,2000-01-01,209937.2174
2907,E09000028,Southwark,2000-01-01,121969.9041
2908,E09000029,Sutton,2000-01-01,115039.8984
2909,E09000030,Tower Hamlets,2000-01-01,128200.41
2910,E09000031,Waltham Forest,2000-01-01,93974.98547
2911,E09000032,Wandsworth,2000-01-01,165375.682
2912,E09000033,Westminster,2000-01-01,241773.074
2929,E09000002,Barking & Dagenham,2000-02-01,72633.03953
2930,E09000003,Barnet,2000-02-01,156796.7398
2931,E09000004,Bexley,2000-02-01,96820.1285
2932,E09000005,Brent,2000-02-01,129605.3054
2933,E09000006,Bromley,2000-02-01,137628.5057
